,# PDB,function,Heme,multiheme,ligand,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy
2485,1wla,transferase,HEM_A_154,0,HIS-HOH,HIS,HOH,560.0,0.022,-0.193,-0.077,-0.098,-0.007,0.217,0.141,0.005,0.004,-0.05,0.009,0.009
2508,1wvp,oxygen carrier,HEM_A_154,0,HIS-NZH,HIS,NZH,480.0,0.109,0.058,-0.376,-0.098,0.01,0.16,0.081,-0.056,-0.052,0.057,-0.012,0.009
2509,1x3k,oxygen carrier,HEM_A_1001,0,HIS-HOH,HIS,HOH,499.0,0.106,0.045,-0.123,-0.252,0.012,0.015,0.002,0.003,-0.016,-0.146,-0.021,-0.028
2512,1x46,oxygen carrier,HEM_A_151,0,HIS-HOH,HIS,HOH,550.0,0.12,-0.008,-0.147,-0.165,-0.027,-0.09,-0.124,0.001,-0.025,-0.035,-0.004,-0.003
2513,1x8n,oxidoreductase,HEM_A_185,0,HIS-NO,HIS,NO,436.0,0.316,0.754,-0.113,-0.005,0.037,-0.187,0.054,-0.02,-0.007,0.01,0.009,-0.003
2514,1x8o,oxidoreductase,HEM_A_202,0,HIS-NO,HIS,NO,465.0,0.37,0.813,-0.087,-0.009,0.009,-0.134,0.059,0.006,-0.009,-0.021,0.008,0.009
2515,1x8p,oxidoreductase,HEM_A_185,0,HIS-NH3,HIS,NH3,449.0,0.328,0.646,-0.087,0.021,0.029,-0.106,0.059,0.034,0.006,0.041,0.03,-0.03
2516,1x8q,oxidoreductase,HEM_A_201,0,HIS-HOH,HIS,HOH,435.0,0.292,0.563,-0.119,-0.019,-0.01,-0.124,0.077,0.024,0.007,-0.001,0.025,-0.02
2517,1x8v,oxidoreductase,HEM_A_470,0,CYS,CYS,,432.0,-0.037,-0.041,-0.035,-0.158,0.026,-0.003,0.009,-0.005,-0.04,-0.015,0.023,0.013
2530,1xbn,oxidoreductase,HEM_A_200,0,HIS-OXY,HIS,OXY,447.0,-0.695,-0.658,0.24,0.273,-0.062,-0.102,-0.103,0.018,-0.105,-0.156,0.005,-0.021
2531,1xch,oxygen carrier,HEM_A_154,0,HIS-HOH,HIS,HOH,555.0,0.058,-0.264,-0.148,-0.125,-0.046,0.23,-0.003,-0.023,0.041,-0.001,0.0,0.032
2532,1xj2,transferase,HEM_A_719,0,HIS-CMO,HIS,CMO,460.0,0.465,0.265,-0.125,-0.076,0.01,0.085,0.128,-0.057,-0.025,0.03,-0.013,0.007
2533,1xj3,transferase,HEM_A_719,0,HIS,HIS,,424.0,0.435,0.278,-0.377,-0.047,0.009,0.011,0.137,-0.009,0.069,0.094,-0.033,0.043
2548,1xme,oxidoreductase,HEM_A_800,0,HIS-HIS,HIS,HIS,365.0,-0.493,0.215,0.119,-0.331,0.016,0.011,0.007,0.016,-0.059,0.034,-0.009,0.024
2553,1xqd,oxidoreductase,HEM_A_501,0,CYS,CYS,,436.0,-0.13,-0.068,-0.123,-0.233,-0.029,-0.001,0.012,-0.004,0.034,0.016,-0.038,-0.079
2590,1y01,oxygen carrier,HEM_B_142,0,HIS-OXY,HIS,OXY,722.0,0.196,0.015,-0.138,-0.066,0.017,-0.069,0.007,0.004,0.163,-0.059,-0.007,0.155
2619,1y21,oxidoreductase,HEM_A_300,0,NO,NO,,501.0,-0.233,-0.503,0.263,-0.246,-0.079,-0.022,-0.015,-0.012,0.113,-0.244,0.022,0.013
2624,1y28,transferase,HEM_A_719,0,HIS,HIS,,479.0,0.23,0.058,-0.153,-0.055,0.033,0.004,0.019,-0.005,0.027,0.026,0.028,0.033
2689,1y5l,oxidoreductase,HEM_C_806,0,HIS-HIS,HIS,HIS,446.0,-0.005,-0.01,-0.001,-0.246,-0.018,-0.016,-0.009,0.002,-0.019,-0.123,-0.03,-0.005
2732,1ycc,electron transporter,HEC_A_118,0,HIS-MET,HIS,MET,330.0,-0.304,-0.77,-0.025,-0.019,0.011,0.179,-0.163,0.101,-0.071,-0.009,-0.054,0.022
2741,1yea,electron transporter,HEC_A_104,0,HIS-MET,HIS,MET,317.0,0.059,-0.479,-0.034,-0.092,-0.016,0.343,-0.293,0.063,0.095,0.079,-0.078,0.075
2742,1yeb,electron transporter,HEC_A_104,0,HIS-MET,HIS,MET,346.0,-0.015,-0.773,-0.087,-0.062,0.002,0.161,-0.286,0.05,0.039,-0.011,-0.15,0.019
2801,1yiq,oxidoreductase,HEC_A_901,0,HIS-MET,HIS,MET,351.0,0.071,-0.081,-0.051,-0.102,0.023,0.026,-0.03,-0.004,-0.021,0.011,-0.017,0.05
2802,1yjh,oxidoreductase,HEM_A_300,0,CYS-NO,CYS,NO,473.0,-0.023,-0.28,0.17,-0.184,-0.018,0.073,0.149,-0.019,-0.124,-0.166,0.046,0.03
2803,1yma,oxygen carrier,HEM_A_154,0,HIS-TYR,HIS,TYR,538.0,-0.13,0.23,-0.089,-0.028,-0.001,0.103,0.556,-0.003,-0.085,-0.003,-0.045,-0.019
2804,1ymb,oxygen carrier,HEM_A_154,0,HIS-HOH,HIS,HOH,532.0,-0.049,0.03,-0.105,-0.104,-0.035,0.231,0.37,-0.07,0.008,0.013,0.005,0.065
2809,1yq3,oxidoreductase,HEM_C_143,0,HIS-HIS,HIS,HIS,484.0,-0.168,-0.366,-0.091,-0.146,0.001,0.068,0.088,0.129,-0.162,-0.082,-0.089,-0.07
2810,1yq4,oxidoreductase,HEM_C_143,0,HIS-HIS,HIS,HIS,450.0,-0.04,-0.061,-0.158,-0.009,0.007,0.213,0.044,0.141,-0.005,-0.133,-0.013,-0.041
2815,1yrc,oxidoreductase,HEM_A_417,0,CYS,CYS,,446.0,0.15,-0.076,-0.193,-0.326,-0.007,-0.004,0.044,0.004,-0.015,-0.053,-0.047,0.058
2816,1yrd,oxidoreductase,HEM_A_417,0,CYS,CYS,,456.0,0.165,-0.047,-0.11,-0.3,-0.01,0.003,0.045,0.004,-0.011,-0.055,-0.068,0.054
2817,1ytc,electron transporter,HEC_A_104,0,HIS-MET,HIS,MET,317.0,-0.032,-0.672,-0.103,-0.077,0.046,0.105,-0.154,-0.004,0.024,0.045,-0.059,0.025
2824,1ywa,oxidoreductase,HEM_A_185,0,HIS-CMO,HIS,CMO,471.0,0.332,0.617,-0.15,-0.007,0.003,-0.132,0.098,-0.028,0.009,-0.022,0.017,-0.006
2825,1ywb,oxidoreductase,HEM_A_185,0,HIS-NO,HIS,NO,465.0,0.357,0.689,-0.148,-0.006,0.018,-0.142,0.089,0.003,-0.002,-0.03,0.013,0.012
2826,1ywc,oxidoreductase,HEM_A_185,0,HIS-CMO,HIS,CMO,435.0,0.307,0.637,-0.115,0.009,-0.004,-0.102,0.079,0.011,0.003,0.002,0.021,0.007
2827,1ywd,oxidoreductase,HEM_A_185,0,HIS-HOH,HIS,HOH,514.0,0.336,0.371,0.049,-0.116,-0.009,-0.098,0.022,0.027,-0.024,-0.009,0.022,-0.018
2828,1yyd,oxidoreductase,HEM_A_396,0,HIS-HOH,HIS,HOH,423.0,-0.631,0.263,0.179,-0.19,-0.013,-0.039,0.072,-0.035,0.023,0.055,0.008,0.008
2829,1yyg,oxidoreductase,HEM_A_396,0,HIS-HOH,HIS,HOH,421.0,-0.773,0.228,0.065,-0.112,0.007,-0.053,0.059,-0.045,0.001,0.037,0.005,0.023
2832,1yzp,oxidoreductase,HEM_A_396,0,HIS-HOH,HIS,HOH,416.0,-0.769,0.155,0.206,-0.096,0.032,-0.152,0.105,-0.168,-0.011,0.083,-0.043,0.005
2833,1yzr,oxidoreductase,HEM_A_396,0,HIS-HOH,HIS,HOH,427.0,-0.681,0.218,0.184,-0.139,-0.002,-0.052,0.133,-0.03,0.028,0.043,-0.018,0.004
2858,1z8o,oxidoreductase,HEM_A_410,0,CYS-OXY,CYS,OXY,451.0,0.063,-0.388,-0.116,-0.186,0.009,-0.024,0.048,-0.028,-0.007,-0.001,0.018,-0.026
2859,1z8p,oxidoreductase,HEM_A_410,0,CYS-OXY,CYS,OXY,443.0,0.122,-0.456,-0.136,-0.156,-0.013,0.005,-0.011,-0.017,0.02,-0.018,0.031,-0.008
2860,1z8q,oxidoreductase,HEM_A_410,0,CYS-OXY,CYS,OXY,453.0,0.244,-0.489,-0.177,-0.177,0.014,-0.046,-0.092,-0.017,-0.038,0.039,-0.013,-0.018
2865,1zby,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,374.0,-0.683,0.203,0.021,-0.189,-0.008,-0.106,0.154,0.001,0.026,-0.013,-0.009,-0.002
2866,1zbz,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,400.0,-0.585,0.213,0.004,-0.125,-0.019,-0.055,0.136,-0.013,0.018,0.015,0.021,-0.01
2873,1zoy,electron transporter,HEM_C_1305,0,HIS-HIS,HIS,HIS,515.0,-0.112,0.018,0.085,-0.267,-0.009,0.015,0.019,0.002,-0.055,0.003,0.034,0.061
2874,1zvi,oxidoreductase,HEM_A_900,0,CYS,CYS,,530.0,-0.796,-0.701,0.636,-0.069,0.062,-0.004,-0.159,-0.125,-0.161,-0.012,-0.082,0.066
2909,2a3f,oxidoreductase,HEM_X_201,0,HIS-HOH,HIS,HOH,520.0,0.549,-1.202,0.156,0.098,-0.0,-0.128,0.061,0.016,-0.025,0.033,0.043,0.002
2924,2acp,oxidoreductase,HEM_X_201,0,HIS-HOH,HIS,HOH,543.0,0.615,-0.891,0.1,-0.1,0.039,-0.128,0.007,0.025,0.031,-0.008,0.029,0.01
2925,2ah7,oxidoreductase,HEM_X_201,0,HIS-HOH,HIS,HOH,582.0,0.373,-0.799,0.067,-0.144,-0.009,-0.013,0.02,0.028,-0.07,-0.108,-0.037,0.001
2926,2aiu,electron transporter,HEM_A_200,0,HIS-MET,HIS,MET,298.0,-0.038,-0.453,-0.088,-0.2,-0.002,0.17,-0.111,0.034,-0.006,0.004,-0.03,0.044
2927,2al0,oxidoreductase,HEM_X_201,0,HIS-HOH,HIS,HOH,555.0,0.479,-0.64,0.05,-0.199,-0.023,0.005,-0.001,0.008,0.002,-0.04,-0.025,0.013
2928,2all,oxidoreductase,HEM_X_201,0,HIS-HOH,HIS,HOH,582.0,0.184,-0.851,0.05,0.018,0.011,-0.078,0.012,0.038,0.047,0.016,0.017,0.04
2929,2amm,oxidoreductase,HEM_X_201,0,HIS-HOH,HIS,HOH,573.0,0.097,-0.895,0.151,-0.018,0.011,-0.088,-0.002,-0.009,-0.066,-0.077,-0.039,0.082
2932,2an0,oxidoreductase,HEM_A_901,0,CYS,CYS,,544.0,-0.287,-0.68,0.365,-0.182,0.045,-0.065,-0.061,0.034,-0.05,0.014,-0.037,0.07
2933,2an2,oxidoreductase,HEM_A_901,0,CYS,CYS,,490.0,-0.531,-0.709,0.45,-0.113,-0.068,-0.023,-0.275,-0.103,0.281,-0.056,-0.193,0.037
2934,2anz,oxidoreductase,HEM_A_400,0,HIS-HOH,HIS,HOH,408.0,-0.51,0.096,-0.015,-0.15,0.045,0.019,0.136,0.03,0.1,0.0,0.004,0.059
2935,2aqd,oxidoreductase,HEM_A_400,0,HIS-HOH,HIS,HOH,413.0,-0.61,0.316,-0.041,-0.106,0.025,-0.089,0.072,-0.001,0.064,-0.049,-0.036,0.005
2936,2as1,oxidoreductase,HEM_A_400,0,HIS-HOH,HIS,HOH,435.0,-0.614,0.151,-0.043,-0.096,0.024,-0.069,0.135,0.02,0.095,-0.032,-0.039,0.004
2937,2as2,oxidoreductase,HEM_A_400,0,HIS-HOH,HIS,HOH,435.0,-0.66,0.344,-0.002,-0.034,0.043,-0.102,0.086,0.001,0.035,-0.019,0.003,0.005
2938,2as3,oxidoreductase,HEM_A_400,0,HIS-HOH,HIS,HOH,413.0,-0.665,0.327,-0.067,-0.092,0.001,-0.099,0.115,-0.035,0.07,-0.046,-0.004,-0.003
2939,2as4,oxidoreductase,HEM_A_400,0,HIS-HOH,HIS,HOH,408.0,-0.647,0.355,-0.067,-0.109,0.004,-0.058,0.06,-0.001,0.07,-0.078,-0.01,-0.001
2940,2as6,oxidoreductase,HEM_A_400,0,HIS-HOH,HIS,HOH,413.0,-0.606,0.376,-0.045,-0.096,0.016,-0.056,0.03,-0.048,0.052,-0.035,-0.022,-0.007
2941,2asn,oxidoreductase,HEM_X_201,0,HIS-IMD,HIS,IMD,578.0,0.316,-0.709,0.106,-0.106,-0.014,-0.088,-0.083,0.013,-0.066,-0.042,0.031,0.032
2942,2at0,oxidoreductase,HEM_X_185,0,HIS-NO,HIS,NO,486.0,0.134,0.614,-0.101,-0.031,0.027,-0.179,0.057,-0.01,0.022,-0.01,0.009,0.047
2943,2at3,oxidoreductase,HEM_X_185,0,HIS-IMD,HIS,IMD,442.0,0.069,0.53,-0.05,-0.031,0.023,-0.124,0.024,-0.001,0.046,-0.005,0.024,0.034
2962,2b0z,electron transporter,HEC_B_109,0,HIS-MET,HIS,MET,346.0,0.179,-0.415,-0.242,-0.046,0.033,0.065,-0.056,0.059,0.09,-0.006,-0.008,-0.062
2967,2b4z,electron transporter,HEM_A_500,0,HIS-MET,HIS,MET,323.0,0.014,-0.141,0.131,-0.048,0.024,0.017,0.021,0.017,-0.042,0.02,-0.025,-0.046
2984,2bcn,electron transporter,HEC_B_109,0,HIS-MET,HIS,MET,374.0,-0.247,-0.544,-0.06,-0.347,0.019,0.017,-0.148,-0.001,-0.005,-0.026,0.031,0.035
2985,2bdm,oxidoreductase,HEM_A_500,0,CYS-TMI,CYS,TMI,557.0,0.14,-0.124,-0.026,-0.065,0.009,-0.055,-0.199,-0.052,0.03,-0.054,0.021,0.005
2986,2bgv,electron transporter,HEC_X_1121,0,HIS-MET,HIS,MET,367.0,0.011,-0.676,-0.116,-0.145,-0.003,0.054,-0.172,0.022,-0.08,-0.011,-0.023,0.02
2987,2bh4,electron transporter,HEC_X_1123,0,HIS-LYS,HIS,LYS,377.0,-0.029,-0.666,-0.028,-0.098,-0.0,0.002,-0.208,0.041,-0.04,0.017,-0.044,0.008
2988,2bh5,electron transporter,HEC_X_1123,0,HIS-LYS,HIS,LYS,362.0,-0.029,-0.781,0.02,-0.108,0.0,-0.055,-0.16,0.018,-0.001,0.012,-0.038,-0.015
2989,2bk9,oxygen carrier,HEM_A_1154,0,HIS-HIS,HIS,HIS,538.0,-0.279,-0.32,0.256,-0.01,0.021,0.098,-0.053,-0.012,0.013,-0.11,-0.015,0.027
2992,2blf,electron transporter,HEC_B_601,0,HIS-MET,HIS,MET,401.0,0.518,0.404,0.075,-0.144,-0.021,0.209,0.163,0.001,-0.072,0.064,-0.029,0.004
2993,2blh,oxygen carrier,HEM_A_1154,0,HIS-HOH,HIS,HOH,585.0,0.175,-0.014,-0.248,-0.203,0.005,0.148,0.022,-0.027,0.068,-0.018,-0.003,-0.026
2994,2bli,oxygen carrier,HEM_A_1154,0,HIS,HIS,,556.0,0.21,0.095,-0.383,-0.147,0.004,0.097,0.027,-0.052,0.028,0.053,0.003,-0.06
2995,2blj,oxygen carrier,HEM_M_1154,0,HIS-CMO,HIS,CMO,566.0,0.302,0.122,-0.231,-0.152,-0.003,0.181,0.09,-0.037,0.084,0.019,0.0,-0.071
2998,2bmm,oxygen carrier,HEM_A_1157,0,HIS-ACT,HIS,ACT,443.0,-0.143,0.546,0.169,-0.245,0.001,0.149,0.205,-0.014,-0.13,-0.05,-0.018,0.012
2999,2boq,oxidoreductase,HEM_A_1320,0,HIS-HOH,HIS,HOH,437.0,-0.722,0.168,0.126,-0.203,0.024,-0.042,0.184,0.019,0.007,-0.05,0.002,0.036
3000,2bpb,electron transporter,HEC_B_1582,0,HIS-MET,HIS,MET,392.0,0.497,0.417,0.102,-0.332,-0.034,0.168,0.093,-0.028,-0.094,-0.091,-0.02,0.028
3023,2bw9,oxygen carrier,HEM_M_154,0,HIS-CMO,HIS,CMO,570.0,0.182,0.131,-0.248,-0.122,0.002,0.23,0.176,-0.025,-0.049,0.048,-0.062,0.017
3024,2bwh,oxygen carrier,HEM_A_1154,0,HIS,HIS,,557.0,0.11,0.189,-0.28,-0.113,0.004,0.139,0.133,-0.006,-0.025,0.007,0.025,-0.138
3053,2c2c,electron transporter,HEC_A_113,0,HIS-MET,HIS,MET,353.0,-0.196,-0.35,-0.036,0.039,-0.004,0.068,-0.183,0.018,-0.034,0.014,-0.023,0.015
3056,2c7x,oxidoreductase,HEM_A_1407,0,CYS,CYS,,391.0,-0.283,-0.352,-0.029,-0.167,-0.011,-0.195,-0.001,-0.011,-0.017,-0.037,-0.026,0.001
3057,2c8s,electron transporter,HEM_A_1173,0,HIS-HIS,HIS,HIS,440.0,-0.061,-0.277,0.157,-0.082,-0.002,0.101,0.057,0.049,0.008,-0.076,0.001,-0.015
3058,2c9x,electron transporter,HEC_B_1582,0,HIS-MET,HIS,MET,392.0,0.55,0.401,0.06,-0.403,-0.047,0.217,0.237,0.019,-0.143,-0.03,-0.053,0.012
3061,2ca3,electron transporter,HEC_B_1582,0,HIS-MET,HIS,MET,424.0,0.376,0.35,0.083,-0.238,-0.058,0.213,0.193,-0.019,0.025,0.006,0.008,0.004
3062,2ca4,electron transporter,HEC_B_1582,0,HIS-MET,HIS,MET,419.0,0.525,0.547,0.025,-0.285,-0.014,0.266,0.201,0.013,-0.046,0.134,-0.03,0.032
3063,2cag,oxidoreductase,HEM_A_485,0,TYR-HOH,TYR,HOH,407.0,0.142,0.454,0.11,0.178,0.074,-0.013,0.07,0.085,-0.183,-0.011,0.126,0.118
3064,2cah,oxidoreductase,HEM_A_485,0,TYR,TYR,,420.0,0.111,0.465,0.104,0.205,0.0,-0.03,-0.007,0.045,-0.068,-0.022,0.075,0.018
3069,2ccp,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,450.0,-0.701,0.297,0.056,0.091,-0.014,-0.058,0.117,0.005,-0.036,-0.044,0.007,0.009
3078,2ce0,electron transporter,HEC_A_1102,0,HIS-MET,HIS,MET,366.0,0.215,-0.584,-0.013,-0.101,0.007,-0.04,-0.186,0.013,0.007,-0.023,-0.044,-0.009
3079,2ce1,electron transporter,HEC_A_1102,0,HIS-MET,HIS,MET,379.0,0.222,-0.569,-0.007,-0.071,-0.002,-0.049,-0.174,0.022,-0.011,0.04,-0.05,0.0
3080,2cep,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,454.0,-0.597,0.203,0.077,-0.004,-0.029,-0.083,0.177,-0.006,0.086,-0.19,-0.038,-0.005
3081,2ci0,oxidoreductase,HEM_A_1449,0,CYS-1CM,CYS,1CM,555.0,0.178,-0.543,-0.019,-0.135,-0.014,-0.126,0.08,-0.013,-0.027,-0.03,0.011,-0.004
3082,2cib,oxidoreductase,HEM_A_1449,0,CYS-CM6,CYS,CM6,536.0,0.233,-0.556,-0.072,-0.138,0.01,-0.184,0.086,-0.04,-0.045,0.02,0.005,-0.025
3083,2civ,oxidoreductase,HEM_A_1300,0,CYS,CYS,,366.0,-0.054,0.346,-0.4,-0.262,0.03,0.107,0.325,0.01,-0.061,-0.048,-0.002,-0.015
3084,2ciw,oxidoreductase,HEM_A_1300,0,CYS,CYS,,386.0,-0.016,0.28,-0.365,-0.201,0.006,0.063,0.339,0.038,-0.044,-0.021,-0.012,-0.01
3085,2cix,oxidoreductase,HEM_A_1300,0,CYS,CYS,,369.0,-0.07,0.34,-0.402,-0.188,0.04,0.119,0.311,0.005,-0.124,-0.01,0.016,-0.049
3086,2ciy,oxidoreductase,HEM_A_396,0,CYS-CYN,CYS,CYN,377.0,-0.052,0.351,-0.385,-0.312,0.031,0.063,0.273,0.018,-0.046,0.04,-0.019,-0.026
3087,2ciz,oxidoreductase,HEM_A_1300,0,CYS-ACT,CYS,ACT,383.0,-0.035,0.253,-0.399,-0.137,0.02,0.022,0.297,0.034,-0.046,-0.023,-0.023,-0.028
3088,2cj0,oxidoreductase,HEM_A_1300,0,CYS,CYS,,367.0,-0.105,0.377,-0.377,-0.25,0.044,0.102,0.292,0.019,-0.119,-0.082,-0.023,-0.021
3089,2cj1,oxidoreductase,HEM_A_1300,0,CYS,CYS,,374.0,-0.08,0.24,-0.404,-0.213,0.034,0.103,0.269,0.029,-0.069,-0.018,-0.004,-0.009
3090,2cj2,oxidoreductase,HEM_A_1300,0,CYS-FMT,CYS,FMT,370.0,-0.029,0.299,-0.35,-0.128,-0.0,0.051,0.307,0.025,-0.013,0.036,-0.013,-0.022
3091,2cl4,oxidoreductase,HEM_X_251,0,HIS-HOH,HIS,HOH,430.0,-0.746,0.159,0.019,-0.168,0.014,-0.187,0.075,-0.015,0.038,-0.019,-0.048,0.029
3092,2cmn,transferase,HEM_A_1271,0,HIS,HIS,,439.0,0.731,0.412,-0.404,-0.289,0.008,-0.027,0.013,0.008,0.059,-0.075,0.016,0.016
3095,2cp4,oxidoreductase,HEM_A_415,0,CYS,CYS,,452.0,0.031,-0.399,0.169,-0.054,-0.024,-0.159,0.114,-0.123,0.072,-0.025,-0.01,-0.004
3096,2cpo,oxidoreductase,HEM_A_396,0,CYS-HOH,CYS,HOH,399.0,0.069,0.288,-0.538,-0.191,0.002,-0.072,0.183,0.113,0.076,-0.114,-0.025,-0.004
3097,2cpp,oxidoreductase,HEM_A_417,0,CYS,CYS,,445.0,0.303,-0.379,-0.041,-0.066,-0.022,-0.122,-0.012,-0.122,0.044,0.008,-0.017,0.015
3132,2cyp,oxidoreductase,HEM_A_295,0,HIS-O,HIS,O,416.0,-0.614,0.241,0.049,-0.011,0.006,-0.047,0.173,-0.007,-0.016,0.106,-0.019,0.009
3137,2d09,oxidoreductase,HEM_A_430,0,CYS-OXY,CYS,OXY,454.0,-0.061,-0.026,-0.083,-0.191,0.019,-0.018,-0.011,0.001,-0.014,-0.005,-0.025,0.009
3138,2d0e,oxidoreductase,HEM_A_408,0,CYS,CYS,,469.0,-0.104,-0.014,-0.11,-0.171,0.021,-0.025,-0.018,0.002,-0.026,-0.017,-0.002,-0.04
3139,2d0s,electron transporter,HEC_A_80,0,HIS-MET,HIS,MET,378.0,0.284,-0.693,0.074,-0.159,0.016,0.033,0.104,0.036,0.154,-0.007,-0.028,-0.0
3168,2dkk,oxidoreductase,HEM_A_430,0,CYS-IMD,CYS,IMD,486.0,0.023,-0.005,-0.061,-0.158,0.026,-0.016,-0.024,0.004,-0.061,-0.02,0.009,0.022
3181,2dy5,oxidoreductase,HEM_A_300,0,HIS-224,HIS,224,600.0,-0.031,-0.028,0.009,-0.128,0.0,0.001,-0.006,-0.003,-0.04,0.005,-0.06,0.04
3190,2e2y,oxygen carrier,HEM_A_154,0,HIS-HOH,HIS,HOH,542.0,0.118,-0.073,-0.24,-0.253,-0.01,0.133,0.082,-0.001,0.03,0.016,-0.024,0.022
3191,2e39,oxidoreductase,HEM_A_401,0,HIS-CYN,HIS,CYN,449.0,-1.032,0.651,0.258,-0.09,0.005,-0.051,0.169,0.054,0.109,0.029,-0.002,-0.002
3192,2e3a,oxidoreductase,HEM_A_401,0,HIS-NO,HIS,NO,445.0,-1.003,0.59,0.154,-0.021,-0.015,-0.048,0.145,0.043,0.043,-0.022,-0.02,0.023
3193,2e3b,oxidoreductase,HEM_A_401,0,HIS-HOA,HIS,HOA,421.0,-0.964,0.602,0.184,0.066,0.004,-0.017,0.11,0.023,0.028,-0.023,0.012,0.002
3198,2e7e,oxidoreductase,HEM_A_300,0,HIS-CYN,HIS,CYN,550.0,-0.284,-0.496,-0.138,-0.117,0.004,-0.041,-0.116,0.029,-0.066,0.021,-0.029,-0.022
3247,2eu7,oxidoreductase,HEM_X_201,0,HIS-NH3,HIS,NH3,551.0,0.317,-1.154,0.136,0.091,-0.013,-0.015,-0.023,-0.006,-0.057,-0.039,-0.005,0.025
3248,2eun,oxidoreductase,HEM_A_295,0,HIS,HIS,,421.0,-0.575,0.326,0.029,-0.014,0.059,0.003,0.134,0.025,0.06,-0.056,0.022,-0.007
3249,2euo,oxidoreductase,HEM_A_295,0,HIS-HOH,HIS,HOH,416.0,-0.621,0.21,0.007,-0.13,0.016,-0.061,0.163,-0.014,0.031,-0.019,-0.025,0.013
3250,2eup,oxidoreductase,HEM_A_295,0,HIS-HOH,HIS,HOH,416.0,-0.579,0.17,-0.008,-0.166,0.022,-0.091,0.167,0.002,0.017,-0.011,-0.022,0.025
3251,2euq,oxidoreductase,HEM_A_295,0,HIS,HIS,,398.0,-0.569,0.235,-0.022,-0.106,0.028,-0.073,0.155,-0.009,0.004,-0.018,-0.011,0.017
3252,2eur,oxidoreductase,HEM_A_295,0,HIS-HOH,HIS,HOH,416.0,-0.681,0.237,-0.014,-0.214,0.026,-0.047,0.106,-0.014,-0.006,-0.043,0.015,0.023
3253,2eus,oxidoreductase,HEM_A_295,0,HIS-HOH,HIS,HOH,403.0,-0.536,0.234,-0.012,-0.111,0.033,-0.054,0.205,0.003,0.018,-0.008,-0.03,0.034
3254,2eut,oxidoreductase,HEM_A_295,0,HIS,HIS,,423.0,-0.651,0.257,-0.009,-0.112,0.041,-0.049,0.136,0.001,0.033,-0.005,0.003,-0.009
3255,2euu,oxidoreductase,HEM_A_295,0,HIS-HOH,HIS,HOH,418.0,-0.652,0.262,0.009,-0.165,0.04,-0.04,0.116,-0.008,0.035,-0.03,0.004,0.009
3256,2evk,oxygen carrier,HEM_A_154,0,ACY-HOH,ACY,HOH,582.0,0.052,0.082,-0.257,-0.293,-0.045,0.136,0.077,0.064,-0.06,-0.067,0.033,0.015
3257,2evp,oxygen carrier,HEM_A_154,0,BME,BME,,616.0,-0.027,0.022,-0.368,-0.496,-0.008,0.008,0.006,-0.004,-0.015,-0.005,-0.027,0.055
3272,2fal,oxygen carrier,HEM_A_148,0,HIS-CYN,HIS,CYN,547.0,-0.044,-0.147,0.018,0.007,-0.057,-0.009,-0.05,-0.031,0.243,-0.085,-0.002,-0.028
3273,2fam,oxygen carrier,HEM_A_148,0,HIS-SCN,HIS,SCN,552.0,0.13,0.083,-0.258,0.149,0.0,0.057,-0.073,0.017,0.298,0.221,-0.009,0.03
3276,2fbz,oxidoreductase,HEM_X_901,0,CYS-NO,CYS,NO,507.0,-0.446,-0.683,0.261,-0.144,0.013,-0.001,-0.091,-0.013,-0.051,0.013,-0.03,0.066
3277,2fc1,oxidoreductase,HEM_A_901,0,CYS-NO,CYS,NO,506.0,-0.438,-0.709,0.294,0.16,0.006,-0.043,-0.076,-0.024,0.015,-0.008,0.042,0.099
3312,2fr7,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,384.0,0.165,-0.196,-0.068,-0.184,-0.036,-0.057,0.059,-0.013,0.007,-0.024,-0.029,0.018
3313,2frf,oxygen carrier,HEM_A_154,0,HIS-NO2,HIS,NO2,526.0,0.121,-0.09,-0.193,-0.113,0.005,0.172,0.025,-0.031,0.012,0.083,0.0,0.034
3314,2fri,oxygen carrier,HEM_X_154,0,HIS-NO2,HIS,NO2,522.0,0.113,-0.099,-0.185,-0.304,0.031,0.179,0.043,-0.018,-0.132,-0.041,-0.046,0.066
3315,2frj,oxygen carrier,HEM_X_154,0,HIS-NO,HIS,NO,509.0,0.001,-0.004,-0.225,-0.223,0.007,0.215,0.055,-0.024,0.017,0.003,0.002,0.017
3316,2frk,oxygen carrier,HEM_X_154,0,HIS-NO,HIS,NO,527.0,-0.009,0.028,-0.232,-0.272,-0.003,0.181,0.064,-0.019,-0.03,-0.056,-0.0,0.006
3326,2g0r,oxygen carrier,HEM_A_154,0,HIS-CMO,HIS,CMO,541.0,0.213,0.122,-0.156,0.032,0.003,0.145,0.054,-0.01,-0.004,0.012,0.002,-0.004
3327,2g0s,oxygen carrier,HEM_A_154,0,HIS-CMO,HIS,CMO,545.0,0.183,0.137,-0.176,0.015,0.003,0.121,0.019,-0.004,0.005,-0.013,0.006,-0.009
